62.4,6
62.4,9
62.6,18
62.6,21
62.4,30
62.4,36
62.2,39
62.1,42
62.1,45
61.9,48
61.9,54
62.0,57
61.9,60
61.8,66
61.8,69
61.8,72
61.8,75
62.1,84
62.2,87
62.1,96
62.1,109
62.1,115
62.1,121
62.3,124
62.4,133
62.6,139
62.8,157
62.9,160
63.0,163
62.9,166
63.0,175
63.0,178
63.0,184
62.9,190
62.9,196
62.9,202
62.9,217
62.9,223
62.8,229
62.8,232
62.4,238
62.1,241
62.1,244
62.3,253
62.3,259
62.4,262
62.4,265
62.6,271
62.6,274
62.6,280
62.4,286
61.6,292
61.2,295
61.0,298
61.1,304
61.6,319
61.8,322
61.9,328
62.0,331
62.1,334
62.4,340
62.4,349
62.6,361
62.7,364
62.7,367
62.8,370
62.8,376
63.0,385
63.0,388
63.0,394
63.1,400
63.2,409
63.2,415
63.3,421
63.1,439
63.1,445
63.2,448
63.0,454
62.9,457
62.9,460
62.8,466
62.6,475
62.3,478
62.0,484
61.2,490
60.8,496
60.9,502
61.1,508
61.4,517
61.6,520
61.6,523
61.6,526
61.9,538
60.7,540
61.9,541
62.3,553
62.3,556
62.4,559
62.5,562
62.4,571
62.4,574
62.6,583
62.7,586
62.8,596
62.8,602
62.8,605
62.9,614
62.9,617
62.9,620
62.7,623
62.6,626
62.6,629
62.3,635
62.1,638
62.1,644
62.0,647
61.8,650
60.7,653
