25.1,9
25.0,15
24.9,18
25.0,27
25.0,30
25.1,36
25.0,42
24.9,51
24.9,54
25.0,57
25.0,63
25.0,66
24.9,69
24.9,72
24.9,75
24.9,81
24.9,84
24.9,87
25.0,93
25.0,96
25.1,102
25.1,111
25.1,120
25.1,126
25.2,132
25.1,138
25.1,147
25.1,150
25.1,156
25.1,162
25.1,168
25.1,171
25.1,174
25.0,180
24.9,183
25.0,186
25.0,189
25.0,192
25.1,198
25.3,204
25.1,210
25.1,213
25.1,219
25.0,222
24.9,231
25.1,237
25.1,240
25.1,249
25.1,252
25.0,258
25.0,261
25.1,264
25.1,273
25.1,277
25.1,283
25.0,289
25.0,298
24.9,304
24.9,307
24.8,316
24.8,319
25.0,325
25.0,328
25.2,346
25.1,349
25.1,355
25.1,361
25.1,364
25.2,367
25.2,376
25.2,379
25.2,388
25.2,391
25.2,397
25.2,406
25.3,409
25.3,412
25.2,415
25.1,424
25.2,430
25.1,433
25.2,442
25.2,445
25.1,451
25.1,454
25.1,457
25.1,463
25.1,466
25.2,472
25.3,475
25.5,481
25.5,487
25.3,493
25.2,499
25.2,502
25.2,505
25.2,511
25.1,517
25.1,523
25.1,529
25.1,535
25.0,541
24.9,550
25.0,553
25.0,556
25.0,559
25.0,568
25.0,571
25.0,580
25.0,583
25.0,592
25.0,595
25.0,601
25.0,602
25.0,602
25.0,602
25.0,603
25.0,603
25.0,603
25.0,603
25.0,603
25.0,603
25.0,604
25.0,604
25.0,604
25.0,604
25.0,605
25.0,605
25.0,605
25.0,605
25.0,605
25.0,605
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,606
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,607
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,608
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,609
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,610
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,611
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,612
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,613
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,614
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,615
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,616
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
25.0,617
